	City	Year	Tmp	std
54	Bordeaux	1997	58.16931506849315	11.011332365506272
55	Bordeaux	1998	54.70493150684931	19.598395813702982
56	Bordeaux	1999	56.779178082191784	13.852986125645279
57	Bordeaux	2000	57.19071038251366	10.422852712768039
58	Bordeaux	2001	56.48027397260274	11.773260583198585
59	Bordeaux	2002	55.39232876712329	18.522743557653765
60	Bordeaux	2003	58.219452054794516	12.897343185222015
61	Bordeaux	2004	56.27841530054645	11.751133956460096
62	Bordeaux	2005	56.29835616438356	13.255407253879639
63	Bordeaux	2006	57.610410958904104	12.919541851158483
64	Bordeaux	2007	55.840273972602745	13.31117414308708
65	Bordeaux	2008	55.45765027322405	12.808973051265317
66	Bordeaux	2009	56.56767123287671	14.223581499075609
67	Bordeaux	2010	55.15013698630137	12.747677281767228
68	Bordeaux	2011	58.351506849315065	10.258827834959664
69	Bordeaux	2012	56.35901639344263	12.014168034051115
70	Bordeaux	2013	55.92958904109589	11.872014423803591
71	Bordeaux	2014	56.469315068493145	12.483597626262037
72	Bordeaux	2015	56.23169398907103	15.68360389372104
73	Bordeaux	2016	55.93715846994535	15.626511950502655
74	Bordeaux	2017	56.85726027397261	11.833635389820595
75	Bordeaux	2018	57.26931506849315	14.359770607228285
76	Bordeaux	2019	55.98712328767123	19.774109604678415
77	Bordeaux	2020	52.31268656716418	6.887914900422134
78	Madrid	1995	60.574246575342464	12.999120629367042
79	Madrid	1996	58.82896174863389	12.834437087673026
80	Madrid	1997	60.21095890410959	12.277039698083023
81	Madrid	1998	56.991232876712324	21.365555361221524
82	Madrid	1999	57.7158904109589	16.28990685923228
83	Madrid	2000	57.80437158469946	13.537680848457656
84	Madrid	2001	57.303561643835614	14.361118272929666
85	Madrid	2002	56.16986301369863	20.734617527028856
86	Madrid	2003	58.951780821917815	14.6895054246955
87	Madrid	2004	57.57267759562841	14.328101211175488
88	Madrid	2005	58.578630136986305	15.897967362219234
89	Madrid	2006	59.54575342465753	14.645098748612648
90	Madrid	2007	56.18767123287671	15.54338968721232
91	Madrid	2008	56.80245901639344	17.454694998719265
92	Madrid	2009	59.4868493150685	16.846571444704047
93	Madrid	2010	58.35260273972603	14.880927577599886
94	Madrid	2011	60.0972602739726	14.08172547926141
95	Madrid	2012	59.221038251366124	15.704333928077313
96	Madrid	2013	58.589863013698626	15.061813341527952
97	Madrid	2014	60.00684931506849	15.530396717043965
98	Madrid	2015	59.736065573770496	19.216008162034054
99	Madrid	2016	58.30437158469946	22.135516183890996
100	Madrid	2017	60.827123287671235	15.335287673221936
101	Madrid	2018	57.88931506849315	20.697793342645358
102	Madrid	2019	58.01808219178082	23.572917074236493
103	Madrid	2020	50.94477611940299	8.01996162933257
104	Milan	1995	51.81013698630137	17.66463472693756
105	Milan	1996	52.5363387978142	13.116517527084948
106	Milan	1997	54.718356164383565	13.622209061233912
107	Milan	1998	52.61287671232877	21.59552695083426
108	Milan	1999	54.47424657534246	16.44477420566477
109	Milan	2000	55.345355191256836	13.650382814023335
110	Milan	2001	54.5854794520548	14.728662443197207
111	Milan	2002	52.712054794520554	20.805079615305182
112	Milan	2003	55.65780821917808	16.522557860689197
113	Milan	2004	53.69234972677596	14.1368864235138
114	Milan	2005	53.449589041095884	15.527562558446604
115	Milan	2006	54.07835616438356	15.096444437450113
116	Milan	2007	54.03616438356165	15.97246623271815
117	Milan	2008	53.669125683060116	18.110549496608105
118	Milan	2009	54.2654794520548	17.799552797282026
119	Milan	2010	53.26958904109589	15.442853928856914
120	Milan	2011	55.66027397260274	14.933169251059093
121	Milan	2012	55.05191256830601	16.075172183078543
122	Milan	2013	54.345205479452055	14.6871237720894
123	Milan	2014	55.45205479452055	14.366357503176557
124	Milan	2015	55.022677595628416	18.553332365155743
125	Milan	2016	54.12158469945355	21.339925888669406
126	Milan	2017	56.384109589041095	15.184990043635842
127	Milan	2018	55.711780821917806	22.21152305528249
128	Milan	2019	54.58164383561644	24.353680984815433
129	Milan	2020	47.80373134328358	9.138676025892822
130	Paris	1995	53.74219178082192	20.406326470437165
131	Paris	1996	52.293169398907104	15.207324562142714
132	Paris	1997	55.580000000000005	12.745184826582006
133	Paris	1998	50.31753424657535	27.794294802597282
134	Paris	1999	54.56575342465754	13.99020869517814
135	Paris	2000	54.337704918032784	10.34568531230199
136	Paris	2001	53.94493150684932	12.074808387359592
137	Paris	2002	52.743013698630136	18.72207478617854
138	Paris	2003	54.56219178082192	13.721165395048772
139	Paris	2004	53.58524590163935	11.761756034192336
140	Paris	2005	53.40767123287671	14.98337160011056
141	Paris	2006	54.19972602739726	13.030265906537082
142	Paris	2007	53.57205479452055	12.96249396864273
143	Paris	2008	52.38169398907104	15.655254039470176
144	Paris	2009	53.061095890410954	14.640168245899794
145	Paris	2010	51.648219178082186	13.601742307439258
146	Paris	2011	55.00191780821918	10.339225513741106
147	Paris	2012	53.256557377049184	11.453752063627668
148	Paris	2013	52.08849315068493	14.922240911540998
149	Paris	2014	53.65041095890411	11.968850647395499
150	Paris	2015	53.43497267759563	15.680118495299984
151	Paris	2016	51.122950819672134	21.198085156034864
152	Paris	2017	54.36794520547945	11.949198207377224
153	Paris	2018	45.77315068493151	36.811172339412884
154	Paris	2019	52.20821917808219	22.72281465588924
155	Paris	2020	49.32014925373134	7.458857376369018
156	Rome	1995	59.67780821917809	10.85141534377517
157	Rome	1996	59.125956284153	10.481723613267679
158	Rome	1997	60.45260273972603	10.581853899170923
159	Rome	1998	58.785753424657536	20.341707676662004
160	Rome	1999	60.2827397260274	14.662355669944747
161	Rome	2000	60.301366120218574	13.68558578952963
162	Rome	2001	60.565205479452054	10.709699325458592
163	Rome	2002	58.55150684931507	19.576252129773003
164	Rome	2003	61.06	12.978538497784012
165	Rome	2004	59.942896174863385	11.47532391640649
166	Rome	2005	59.00958904109589	12.478535024958282
167	Rome	2006	60.395890410958906	11.92679638779288
168	Rome	2007	60.57671232876712	13.676997217875977
169	Rome	2008	60.20819672131148	16.17226743532121
170	Rome	2009	61.091506849315074	14.458681531324565
171	Rome	2010	60.28109589041095	11.563938305153439
172	Rome	2011	60.902191780821916	11.206865812382413
173	Rome	2012	61.07513661202186	12.547324524416043
174	Rome	2013	61.04931506849315	11.625454301505501
175	Rome	2014	61.882465753424654	12.959953934766476
176	Rome	2015	60.572131147540986	16.531134240619526
177	Rome	2016	61.18524590163934	15.914192883864587
178	Rome	2017	61.377808219178085	11.916595484036199
179	Rome	2018	60.82136986301369	20.327931936122738
180	Rome	2019	59.21506849315068	23.514064479810376
181	Rome	2020	52.67611940298508	6.224293650229102
